Airport Code,ICAO,Place
UHT,,Ummahat Water Aerodrome
UIB,SKUI,El Carano Airport
UIH,VVPC,Phu Cat Airport
UII,MHUT,Utila
UIK,UIBS,Ust-Ilimsk
UIL,KUIL,Quillayute State
UIN,KUIN,Quincy Municipal Airport
UIO,SEQM,Mariscal Sucre International Airport
UIP,LFRQ,Pluguffan Airport
UIQ,NVVQ,Quine Hill
UIR,YQDI,Quirindi
UIT,,Jaluit Island
UIZ,,Berz-Macomb
UJE,,Ujae Island
UJN,RKTL,Uljin
UJU,,Uiju Airfield
UKA,HKUK,Ukunda Airport
UKB,RJBE,Kobe Airport
UKE,VEUK,Utkela Airport
UKG,UEBT,Ust-Kuiga
UKH,,Mukhaizna
UKI,KUKI,Ukiah
UKK,UASK,Ust-Kamenogorsk Airport
UKN,Y01,Waukon Municipal Airport
UKR,OYMS,Mukeiras
UKS,URFB,Belbek
UKT,KUKT,Upper Bucks
UKU,AYNU,Nuku
UKX,UITT,Ust-Kut Airport
UKY,,Kyoto
ULA,SAWJ,San Julian
ULB,NVSU,Ulei
ULC,,Los Cerrillos
ULD,FAUL,Ulundi
ULE,,Sule
ULG,ZMUL,Ulgit
ULH,OEAO,Prince Abdul Majeed bin Abdulaziz Airport
ULI,,Ulithi
ULK,UERL,Lensk Airport
ULL,,Mull
ULM,KULM,New Ulm
ULN,ZMUB,Chinggis Khaan International Airport
ULO,ZMUG,Ulaangom
ULP,YQLP,Quilpie
ULQ,SKUL,Farfan
ULS,,Mulatos
ULU,HUGU,Gulu
ULV,UWLL,Baratayevka
ULX,FAUS,Ulusaba
ULY,UWLW,Ulyanovsk Vostochny Airport
ULZ,ZMDN,Uliastai
UMA,MUMA,Punta De Maisi
UMB,,North Shore
UMC,AYUC,Umba
UMD,,Uummannaq
UME,ESNU,Umea Airport
UMI,SPIL,Quincemil
UMM,PAST,Summit
UMR,YPWR,Woomera
UMS,UEMU,Ust-Maya
UMT,PAUM,Umiat
UMU,SSUM,Ernesto Geisel
UMY,UKHS,Sumy
UMZ,,Mena Intermountain Municipal Airport
UNA,SBTC,Una
UNC,,Unguia
UND,OAUZ,Kunduz
UNE,FXQN,Qachas Nek
UNG,AYKI,Kiunga
UNI,TVSU,Union Island
UNK,PAUN,Unalakleet Airport
UNN,VTSR,Ranong Airport
UNR,ZMUH,Underkhaan
UNS,,Umnak
UNT,EGPW,Baltasound
UNU,KUNU,Dodge County
UOA,NTTX,Mururoa Airstrip
UOL,WAMY,Buol
UON,,Muong Sai
UOS,KUOS,Franklin County
UOX,KUOX,University-Oxford
UPA,,Punta Alegre
UPB,MUPB,Playa Baracoa
UPG,WAAA,Sultan Hasanuddin International Airport
UPL,MRUP,Upala
UPN,MMPN,Licenciado y General Ignacio Lopez Rayon Airport
UPP,PHUP,Upolu Point
UPR,AYUR,Upiara
UPV,EGDJ,Upavon
UQE,,Queen
URA,UARR,Uralsk Airport
URB,,Ernesto Pochler
URC,ZWWW,Urumqi Diwopu International Airport
URD,EDQE,Burg Feuerstein
URE,EEKE,Kuressaare Airport
URG,SBUG,Ruben Berta Airport
URI,,Uribe
URJ,USHU,Uraj Airport
URM,SVUM,Uriman
URN,OAOG,Urgoon
URO,LFOP,Boos
URR,SKUR,Urrao
URS,UUOK,Kursk Vostochny Airport
URT,VTSB,Surat Thani Airport
URU,AYUE,Uroubi
URY,OEGT,Gurayat Airport
URZ,OARG,Uruzgan
USA,KJQF,Concord-Padgett Regional Airport
USC,,Union County Airport
USH,SAWH,Malvinas Argentinas International Airport
USI,SYMB,Mabaruma
USJ,UAAL,Usharal
USK,UUYS,Usinsk Airport
USL,YUSL,Useless Loop
USM,VTSM,Koh Samui Airport
USN,RKPU,Ulsan Airport
USO,,Usino
USQ,LTBO,Usak
USR,UEMT,Ust-Nera Airport
USS,MUSS,Sancti Spiritus
UST,KSGJ,St. Augustine Airport
USU,RPVV,Busuanga Airport
UTA,FVMU,Mutare
UTB,YMTB,Muttaburra
UTC,EHSB,Soesterberg
UTD,YNUT,Nutwood Downs
UTG,FXQG,Quthing
UTH,VTUD,Udon Thani International Airport
UTI,EFUT,Utti
UTK,K03N,Utirik Island
UTL,,Torremolinos
UTM,KUTA,Tunica Municipalcipal Airport
UTN,FAUP,Upington Airport
UTO,PAIM,Indian Mountain AFS
UTP,VTBU,Utapao Airport
UTR,,Uttaradit
UTS,UUYX,Ust-Tsilma
UTT,FAUT,Umtata Airport
UTU,,Ustupo
UTW,FAQT,Queenstown
UUA,UWKB,Bugulma Airport
UUD,UIUU,Ulan-Ude Airport
UUK,PAKU,Kuparuk
UUN,ZMBU,Baruun-Urt
UUS,UHSS,Yuzhno-Sakhalinsk Airport
UUU,,Manumu
UVA,KUVA,Garner Field
UVE,NWWV,Ouvea Airport
UVF,TLPL,Hewanorra Airport
UVI,,União da Vitória Airport
UVL,HEKG,Kharga
UVO,AYUZ,Uvol
UWA,MA53,Ware
UYL,HSNN,Nyala
UYN,ZLYL,Yulin Yuyang Airport
UYU,SLUY,Uyuni
UZC,,Uzice-Ponikve
UZH,,Unayzah
UZM,,Hope Bay
UZR,UASU,Urzhar Airport
UZU,SATU,Curuzu Cuatia
VAA,EFVA,Vaasa Airport
VAB,,Yavarate
VAC,EDWU,Varrelbusch
VAD,KVAD,Moody AFB
VAF,LFLU,Chabeuil
VAG,SBVG,Major-Brigadeiro Trompowsky Airport
VAH,SLVG,Vallegrande
VAI,AYVN,Vanimo Airport
VAK,PAVA,Chevak Airport
VAL,SNVB,Valenca
VAM,VRMV,Villa International Airport Maamigili
VAN,LTCI,Van Ferit Melen Airport
VAO,AGGV,Suavanao Airstrip
VAP,SCRD,Valparaiso
VAQ,UNIW,Vanavara Airport
VAR,LBWN,Varna Airport
VAS,LTAR,Sivas Airport
VAT,FMMY,Vatomandry
VAU,NFNV,Vatukoula
VAV,NFTV,Lupepau'u Airport
VAW,ENSS,Vardoe Airport
VBA,VYAN,Ann
VBC,,Mandalay Chanmyathazi Airport
VBG,KVBG,Vandenberg AFB
VBM,,Blue Mountain
VBP,VYBP,Bokpyin Airport
VBS,LIPO,Montichiari Airport
VBV,NFVB,Vanuabalavu
VBY,ESSV,Visby Airport
VCA,VVCT,Can Tho Airport
VCB,,View Cove
VCC,SNEE,New Vacaria Airport
VCD,YVRD,Victoria River Downs
VCE,LIPZ,Venice Marco Polo Airport
VCF,,Valcheta Airport
VCH,SUVO,Vichadero
VCL,VVCA,Chu Lai International Airport
VCP,SBKP,Viracopos Airport
VCR,SVCO,Carora
VCS,VVCS,Con Dao
VCT,KVCT,County-Foster
VCV,KVCV,Southern California Logistics
VDA,LLOV,Ovda Airport
VDB,ENFG,Valdres Lufthavn Leirin
VDC,SBVC,Vitoria Da Conquista Airport
VDE,GCHI,Hierro Airport
VDH,VVDH,Dong Hoi Airport
VDI,KVDI,Vidalia Municipal Airport
VDM,SAVV,Gobernador Edgardo Castello Airport
VDO,VVVD,Van Don
VDP,SVVP,Valle De Pascua
VDR,SAOD,Villa Dolores
VDS,ENVD,Vadso Airport
VDU,,Tom O'Connor Oilfield
VDY,VOJV,Jindal
VDZ,PAVD,Valdez Municipal Airport
VEE,PAVE,Venetie
VEG,SYMK,Maikwak
VEL,KVEL,Vernal Regional Airport
VEO,UNIS,Severo-Yeniseyskiy Airport
VER,MMVR,Veracruz International Airport
VEV,AGBA,Barakoma
VEX,D60,Tioga Municipal Airport
VEY,BIVM,Vestmannaeyjar
VFA,FVFA,Victoria Falls Airport
VGA,VOBZ,Vijayawada Airport
VGD,ULWW,Vologda Airport
VGG,,Vangrieng
VGO,LEVX,Vigo Airport
VGS,,General Villegas
VGT,KVGT,North Air Terminal
VGZ,SKVG,Villagarzon
VHC,FNSA,Saurimo
VHM,ESNV,Vilhelmina Airport
VHN,KVHN,Culberson County
VHV,UENI,Verhnevilyuisk
VHY,LFLV,Charmeil
VHZ,NTUV,Vahitahi
VIA,SSVI,Vienna
VIB,,Villa Constitucion
VIC,LIPT,Trissino
VIE,LOWW,Vienna International Airport
VIF,,Vieste
VIG,SVVG,El Vigia
VIH,KVIH,Rolla National
VII,VVVH,Vinh Airport
VIJ,TUPW,Virgin Gorda Airport
VIK,,Airstrip
VIL,GMMH,Dakhla Airport
VIN,UKWW,Havryshivka Vinnytsia International Airport
VIP,LSMP,PAYERNE Airport
VIQ,WPVQ,Viqueque
VIR,FAVG,Virginia
VIS,KVIS,Visalia
VIT,LEVT,Vitoria Airport
VIU,AGVH,Viru Harbour Airstrip
VIV,,Vivigani
VIX,SBVT,Eurico de Aguiar Salles Airport
VIY,LFPV,Villa Coublay
VJB,FQXA,Xai Xai
VJI,KVJI,Virginia Highlands
VJQ,,Gurue
VKG,VVRG,Rach Gia Airport
VKO,UUWW,Vnukovo Airport
VKS,KVKS,Vicksburg
VKT,UUYW,Vorkuta Airport
VKV,ULAH,Vaskovo Airport
VKW,,West Kavik
VLA,KVLA,Vandalia
VLC,LEVC,Valencia Airport
VLD,KVLD,Valdosta Regional Airport
VLE,40G,J t Robidoux
VLG,SAZV,Villa Gesell
VLI,NVVV,Bauerfield Airport
VLK,URRQ,Volgodonsk
VLL,LEVD,Valladolid Airport
VLM,SLVM,Villamontes
VLN,SVVA,Arturo Michelena International Airport
VLO,,Stolport
VLP,SWVC,Vila Rica
VLR,SCLL,Vallenar
VLS,NVSV,Valesdir
VLU,ULOL,Velikiye Luki
VLV,SVVL,Carvajal
VLY,EGOV,Anglesey Airport
VME,SAOR,Villa Mercedes
VMI,,INC
VMU,AYBA,Baimuru
VNA,VLSV,Saravane
VNC,KVNC,Venice Municipalcipal
VND,FMSU,Vangaindrano
VNE,LFRV,Meucon
VNG,,Viengxay
VNO,EYVI,Vilnius International Airport
VNR,YVRS,Vanrook
VNS,VEBN,Lal Bahadur Shastri International Airport
VNT,EVVA,Ventspils International Airport
VNX,FQVL,Vilanculos Airport
VNY,KVNY,Van Nuys Airport
VOD,LKVO,Vodochody
VOG,URWW,Volgograd International Airport
VOH,FMNV,Vohemar
VOI,GLVA,Voinjama
VOK,KVOK,Volk Field
VOL,LGBL,Nea Anchialos
VOT,SDVG,Votuporanga
VOZ,UUOO,Voronezh Airport
VPE,FNGI,Ondjiva
VPG,,Vipingo
VPN,BIVO,Vopnafjordur
VPS,KVPS,Destin Fort Walton Beach Airport
VPY,FQCH,Chimoio Airport
VPZ,KVPZ,Porter County
VQQ,KVQQ,Cecil Field
VQS,TJVQ,Antonio Rivera Rodriguez Airport
VRA,MUVR,Juan Gualberto Gomez Airport
VRB,KVRB,Vero Beach Municipal Airport
VRC,RPUV,Virac Airport
VRE,FAVR,Vredendal
VRI,ULDW,Varandey
VRK,EFVR,Varkaus
VRL,LPVR,Vila Real Airport
VRN,LIPX,Verona Villafranca Airport
VRO,MUKW,Kawama
VRS,3VS,Versailles
VRU,FAVB,Vryburg
VRY,,Stolport (Not operational)
VRZ,SSOL,Lavras Airport
VSA,MMVA,Carlos Rovirosa Perez International Airport
VSE,LPVZ,Viseu Airport
VSF,KVSF,State
VSG,UKCW,Lugansk
VSK,,Vista Field
VSO,,Phuoclong
VST,ESOW,Vasteras/Hasslo Airport
VSV,VISV,Shravasti Airport
VTA,,Victoria
VTB,UMII,Vitebsk
VTE,VLVT,Wattay International Airport
VTF,NFVL,Vatulele
VTG,VVVT,Vung Tau
VTL,,Vittel
VTM,LLNV,Nevatim AFB
VTN,KVTN,Miller Field
VTU,MUVT,Las Tunas
VTZ,VOVZ,Vishakhapatnam Airport
VUP,SKVP,Valledupar Airport
VUS,ULWU,Velikij Ustyug Airport
VUU,,Mvuu Camp
VVB,FMMH,Mahanoro
VVC,SKVV,La Vanguardia Airport
VVI,SLVR,Viru Viru International Airport
VVK,ESSW,Vastervik
VVN,SPWT,Malvinas
VVO,UHWW,Vladivostok International Airport
VVZ,DAAP,Illizi Airport
VXC,FQLC,Lichinga Airport
VXE,GVSV,Cesaria Evora International Airport
VXO,ESMX,Vaxjo Airport
VYD,FAVY,Vryheid
VYI,UENW,Vilyuisk
VYS,KVYS,Illinois Valley Regnl
WAA,PAIW,Wales Airport
WAB,,Wabag
WAC,HAWC,Waca
WAD,,Andriamena
WAE,OEWD,Wadi Ad Dawasir Airport
WAF,OPWN,Wana
WAG,NZWU,Wanganui Airport
WAH,KBWP,Wahpeton
WAI,FMNW,Antsohihy
WAJ,AYWF,Wawoi Falls
WAK,FMSZ,Ankazoabo
WAL,KWAL,Wallops Flight Center
WAM,FMMZ,Ambatondrazaka
WAN,,Waverney
WAO,AYWB,Wabo
WAP,SCAP,Alto Palena
WAQ,FMMG,Antsalova
WAR,WAJR,Waris
WAT,EIWF,Waterford
WAU,YWAC,Wauchope
WAV,YWAV,Kalkgurung
WAW,EPWA,Frederic Chopin Airport
WAX,HLZW,Zuwarah
WAY,KWAY,Greene County
WAZ,YWCK,Warwick
WBA,WAPV,Wahai
WBB,WBB,Stebbins Airport
WBC,AYWJ,Wapolu
WBD,FMNF,Befandriana
WBE,FMNB,Bealanana
WBG,ETNS,Schleswig-jagel
WBI,,Broker Inn
WBK,,Community
WBM,AYWD,Wapenamanda Airport
WBN,,Cummings Park
WBO,FMSB,Beroroha
WBQ,PAWB,Beaver
WBR,KRQB,Big Rapids
WBU,KBDU,Boulder Municipal
WBW,KWBW,Wilkes-Barre/Wyoming Valley
WCA,SCST,Gamboa
WCD,YSCD,Carosue Dam Airport
WCH,SCTN,Chaiten
WCR,PALR,Chandalar
WDA,,Wadi Ain
WDB,,Deep Bay
WDG,KWDG,Enid Woodring Mun.
WDH,FYWH,Hosea Kutako International Airport
WDI,YWND,Wondai
WDN,90WA,Waldron Island
WDR,KWDR,Winder
WDS,ZHSY,Shiyan Wudangshan Airport
WDY,,Kodiak Fss
WEA,KWEA,Parker County
WED,,Wedau
WEF,ZSWF,Weifang Airport
WEH,ZSWH,Weihai International Airport
WEI,YBWP,Weipa Airport
WEL,,Welkom
WEP,AYXW,Weam
WES,,Weasua Airport
WET,WABG,Wagethe
WEW,YWWA,Wee Waa
WFB,,Waterfront SPB
WFD,,Woodford
WFI,FMSF,Fianarantsoa
WFK,KFVE,Frenchville
WGA,YSWG,Wagga Wagga Airport
WGB,,Bahawalnagar
WGC,VOWA,Warangal
WGE,YWLG,Walgett
WGN,ZGSY,Waitangi
WGO,KOKV,Winchester Regional
WGP,WATU,Waingapu Airport
WGT,YWGT,Wangaratta
WGU,,Wagau
WGY,,Wagny
WHA,,Wuhu Xuanzhou Airport
WHB,,Eliwana Airport
WHD,,SPB
WHF,HSSW,Wadi Halfa
WHH,,Hiltons Har H
WHK,NZWK,Whakatane Airport
WHL,,Welshpool
WHN,,Wuhan Hannan General Airport
WHO,NZFJ,Franz Josef
WHP,KWHP,Whiteman
WHS,EGEH,Whalsay
WHT,KARM,Wharton
WHU,ZSWU,Wuhu
WIB,F05,Wilbarger County
WIC,EGPC,Wick Airport
WIE,ETOU,Air Base
WIK,NZKE,Surfdale
WIL,HKNW,Wilson Airport
WIN,YWTN,Winton Airport
WIO,YWCA,Wilcannia
WIR,NZWO,Wairoa
WIT,YWIT,Wittenoom
WIU,AYIX,Witu
WJA,,Woja
WJF,KWJF,William J Fox
WJR,HKWJ,Wajir Airport
WJU,RKNW,Wonju Airport
WKA,NZWF,Wanaka
WKB,YWKB,Warracknabeal
WKF,FAWK,Waterkloof AFB
WKI,FVWT,Hwange
WKJ,RJCW,Hokkaido Airport
WKK,5A8,Aleknagik
WKL,,Waikoloa Airport
WKN,AYWQ,Wakunai
WKR,MYAW,Walker's Cay
WLA,YWAL,Wallal
WLB,,Labouchere Bay
WLC,YWCH,Walcha
WLD,KWLD,Arkansas City
WLE,YMLS,Miles Airport
WLG,NZWN,Wellington International Airport
WLH,NVSW,Walaha
WLK,PASK,Selawik Airport
WLL,YWOR,Wollogorang
WLM,,Waltham
WLN,,Little Naukati
WLO,YWTL,Waterloo
WLP,YANG,West Angelas Airport
WLR,13Z,Loring
WLS,NLWW,Wallis Island Airport
WLW,KWLW,Glenn County
WMA,FMNX,Mandritsara
WMB,YWBL,Warrnambool
WMC,KWMC,Winnemucca
WMD,FMSC,Mandabe
WME,YMNE,Mount Keith
WMH,KBPK,Mountain Home
WMI,EPMO,Warsaw-Modlin Airport
WMK,84K,SPB
WML,FMMC,Malaimbandy
WMN,FMNR,Maroantsetra
WMO,PAWM,White Mountain Airport
WMP,FMNP,Mampikony
WMR,FMNC,Mananara
WMT,ZUMT,Zunyi Maotai Airport
WMV,,Madirovalo
WMX,WAJW,Wamena Airport
WNA,PANA,Napakiak Sea Plane Base
WNC,,Naukati Bay SPB
WND,YWDA,Windarra
WNE,,Wora Na Ye
WNH,ZPWS,Wenshan Puzhehei Airport
WNI,WAWD,Matahora Airport
WNN,CKL3,Wunnummin Lake Airport
WNP,RPUN,Naga Airport
WNR,YWDH,Windorah
WNS,OPNH,Nawabshah
WNU,AYWH,Wanuma
WNZ,ZSWZ,Wenzhou Longwan International Airport
WOA,AYWO,Wonenara
WOD,,Wood River
WOE,EHWO,Woensdrecht
WOG,,Woodgreen Airport
WOK,,Wonken
WOL,YSHL,Wollongong
WON,YWDL,Wondoola
WOO,,Woodchopper
WOR,,Moramba
WOS,ZKWS,Wonsan
WOT,RCWA,Wonan
WOW,PAUO,Willow
WPA,SCAS,Puerto Aisen
WPB,FMNG,Port Berge
WPC,CZPC,Pincher Creek
WPK,YWMP,Wrotham Park
WPL,CAQ8,Powell Lake
WPM,AYXP,Wipim
WPO,K7V2,North Fork Valley
WPR,SCFM,Porvenir
WPU,SCGZ,Puerto Williams
WRA,HAWR,Warder
WRB,KWRB,Robins AFB
WRE,NZWR,Whangarei Airport
WRG,PAWG,Wrangell Airport
WRH,,Wrench Creek
WRI,KWRI,Mc Guire AFB
WRL,KWRL,Worland Municipalcipal
WRN,YWDG,Windarling Airport
WRO,EPWR,Wroclaw Airport
WRT,EGNO,Warton Aerodrome
WRW,YWWG,Warrawagine
WRY,EGEW,Westray Airport
WRZ,VCCW,Wirawila
WSA,AYIW,Wasua
WSB,WSB,SPB
WSD,KWSD,Condron AAF
WSF,,Sarichef
WSG,KAFJ,County
WSH,KHWV,Brookhaven
WSJ,,San Juan SPB
WSK,ZUWS,Chongqing Wushan Airport
WSM,WSM,Wiseman
WSN,PFWS,South Naknek
WSO,SMWS,Washabo
WSP,MNWP,Waspam
WSQ,,Uxin Banner Galutu Airport
WSR,WASW,Wasior
WST,KWST,Westerly State
WSU,AYWS,Wasu
WSX,WA83,Westsound
WSY,YWHI,Whitsunday Airstrip
WSZ,NZWS,Westport Airport
WTA,FMMU,Tambohorano
WTB,YBWW,Toowoomba Wellcamp Airport
WTC,,World Trade Center
WTD,MYGW,West End
WTE,,Wotje Island
WTK,PAWN,Noatak
WTL,A61,Tuntutuliak
WTN,EGXW,Waddington RAF Station
WTO,,Wotho Island
WTP,AYWT,Woitape
WTR,E24,White River
WTS,FMMX,Tsiroanomandidy
WTT,AYWC,Wantoat
WTX,,Way Tuba Gatot Subroto Airport
WTZ,NZWT,Whitianga
WUA,ZBUH,Wuhai Airport
WUD,YWUD,Wudinna
WUG,AYWU,Wau
WUH,ZHHH,Wuhan Tianhe International Airport
WUI,YMMI,Murrin Murrin Airport
WUM,AYZM,Wasum
WUN,YWLU,Wiluna
WUS,ZSWY,Wuyishan Airport
WUT,ZBXZ,Xinzhou Wutaishan Airport
WUU,HSWW,Wau
WUV,AYVW,Wuvulu Island
WUX,ZSWX,Sunan Shuofang International Airport
WUZ,ZGWZ,Changzhoudao
WVB,FYWB,Rooikop Airport
WVI,KWVI,Watsonville
WVK,FMSK,Manakara
WVL,KWVL,Robert Lafleur
WVN,EDWI,Wilhelmshaven
WWA,PAWS,Wasilla
WWD,KWWD,Cape May County
WWI,YWWI,Woodie Woodie
WWK,AYWK,Boram Airport
WWP,,Whale Pass
WWR,KWWR,West Woodward
WWT,PAEW,Newtok
WWY,YWWL,West Wyalong
WXN,ZUWX,Wanxian Airport
WYA,YWHA,Whyalla Airport
WYB,78K,SPB
WYE,GFYE,Yengema
WYN,YWYM,Wyndham
WYS,KWYS,Yellowstone Airport
WZA,,Wa Airport
WZQ,,Urad Middle Banner
WZY,,Paradise Island Seaplane Base
XAA,,Yerevan Stadium
XAI,ZHXY,Xinyang Minggang Airport
XAL,,Alamos
XAP,SBCH,Chapeco Airport
XAR,DFOY,Aribinda
XAU,SOOS,Saul
XAY,,Xayabury
XBB,,Blubber Bay
XBE,CNE3,Bearskin Lake
XBG,DFEB,Bogande
XBJ,OIMB,Birjand Airport
XBL,,Buno Bedelle
XBN,AYBZ,Biniguni
XBO,DFEA,Boulsa
XBR,CNL3,Brockville
XBW,,Killineq
XCH,YPXM,Christmas Island Airport
XCL,CJS3,Cluff Lake
XCM,CYCK,Chatham
XCN,,Coron Airport
XCO,YOLA,Colac
XCR,LFOK,Chalons Vatry Airport
XDE,DFOU,Diebougou
XDJ,DFCJ,Djibo
XEN,ZYXC,Xingcheng
XEO,,Harbour
XEQ,,Harbour
XES,,Lake Geneva Aire Estates Airport
XEX,,Aerogare
XFN,ZHXF,Xiangyang Airport
XFW,EDHI,Hamburg Finkenwerder Airport
XFZ,,Charny
XGA,DFOG,Gaoua
XGG,DFEG,Gorom-Gorom
XGL,,Granville Lake
XGN,FNXA,Xangongo
XGR,CYLU,Kangiqsualujjuaq Airport
XHN,,"Guillemins, Raiway Stn"
XIC,ZUXC,Xichang Airport
XIE,VLXL,Xienglom
XIG,SWSX,Xinguara
XIJ,OKAJ,Ahmed Al Jaber
XIL,ZBXH,Xilinhot Airport
XIN,ZGXN,Xingning
XIQ,,Harbour
XIY,ZLXY,Xianyang International Airport
XJD,OTBH,Al Udeid AB
XJH,,Hong Kong Harbour
XJM,OPMA,Mangla Airport
XKA,DFEL,Kantchari
XKH,VLXK,Xieng Khouang Airport
XKO,,Kemano
XKS,CYAQ,Kasabonika
XKY,DFCA,Kaya
XLB,CZWH,Lac Brochet
XLF,,Leaf Bay
XLO,,Long Xuyen
XLS,GOSS,St Louis
XLU,DFCL,Leo
XLW,EDWD,Lemwerder
XMA,,Maramag
XMC,YMCO,Mallacoota
XMD,KMDS,Madison
XMG,VNMN,Mahendranagar
XMH,NTGI,Manihi
XMI,HTMI,Masasi
XML,YMIN,Minlaton
XMN,ZSAM,Xiamen Gaoqi International Airport
XMP,CFC4,Macmillan Pass
XMS,SEMC,Macas
XMY,YYMI,Yam Island
XNA,KXNA,Northwest Arkansas Regional
XNG,,Quang Ngai
XNH,ORTL,Nasiriyah Airport
XNN,ZLXN,Xining Caojiabao Airport
XNT,ZBXT,Xingtai
XNU,DFON,Nouna
XNY,,39th Street Ferry
XOF,,Stratford International Rail Station
XPA,DFEP,Pama
XPK,CZFG,Pukatawagan
XPL,MHSC,Coronel Enrique Soto Cano AB
XPP,CZNG,Poplar River
XPR,KIEN,Pine Ridge
XPU,,West Kuparuk
XPZ,,Harbour
XQP,MRQP,Quepos Airport
XQU,CAT4,Qualicum
XRH,YSRI,Richmond AFB
XRQ,,Xinbarag Youqi Baogede Airport
XRR,CYDM,Ross River
XRY,LEJR,Jerez Airport
XSB,OMBY,Sir Bani Yas Island Airport
XSC,MBSC,International
XSD,KTNX,Test Range
XSE,DFES,Sebba
XSI,CZSN,South Indian Lake
XSM,,St Marys
XSO,PRNO,Siocon
XSP,WSSL,Seletar
XTG,YTGM,Thargomindah
XTL,CYBQ,Tadoule Lake
XTO,YTAM,Taroom
XTR,YTAA,Tara
XTT,,Etoile
XUZ,ZSXZ,Xuzhou Guanyin Airport
XVL,,Vinh Long
XWA,KXWA,Williston Basin International Airport
XWZ,,Nykoping
XXK,,Katrineholm
XYA,AGGY,Yandina
XYE,VYYE,Ye
XYP,,Avesta Krylbo
XYR,AYED,Yellow River
XZA,DFEZ,Zabre
YAA,CAJ4,Anahim Lake
YAB,CYAB,Arctic Bay
YAC,CYAC,Cat Lake
YAD,,Moose Lake
YAE,,Alta Lake
YAF,,Asbestos Hill
YAG,CYAG,Fort Frances Municipal Airport
YAH,CYAH,Lagrande 4
YAI,SCCH,Chillan
YAJ,,Lyall Harbour
YAK,PAYA,Yakutat Airport
YAL,CYAL,Alert Bay
YAM,CYAM,Sault Ste Marie Airport
YAN,FZIR,Yangambi
YAO,FKKY,Yaounde Airport
YAP,PTYA,Yap International Airport
YAQ,,Maple Bay
YAR,CYAD,Lagrande 3
YAS,NFSW,Yasawa Island
YAT,CYAT,Attawapiskat
YAU,CTP9,Kattiniq/donaldson
YAV,CAW7,Miners Bay
YAW,,Shearwater
YAX,CKB6,Angling Lake Airport
YAY,CYAY,St Anthony
YAZ,CYAZ,Tofino Airport
YBA,CYBA,Banff
YBB,CYBB,Kugaaruk
YBC,CYBC,Baie-Comeau Airport
YBD,,New Westminster
YBE,CYBE,Uranium City
YBF,CAE9,Bamfield
YBG,CYBG,Saguenay-Bagotville Airport
YBH,,Bull Harbour
YBI,CCE4,Black Tickle
YBJ,,Baie Johan Beetz
YBK,CYBK,Baker Lake
YBL,CYBL,Campbell River Airport
YBM,,Bronson Creek
YBN,,Borden
YBO,CBW4,Bob Quinn Lake
YBP,ZUYB,Yibin Caiba Airport
YBQ,,Telegraph Harbour
YBR,CYBR,Brandon Municipal Airport
YBS,CKM8,Musselwhite
YBT,CYBT,Brochet
YBV,CYBV,Berens River Airport
YBW,CAB3,Springbank
YBX,CYBX,Blanc Sablon
YBY,CYBF,Bonnyville
YCA,CAH3,Courtenay
YCB,CYCB,Cambridge Bay Airport
YCC,CYCC,Regional
YCD,CYCD,Nanaimo Airport
YCE,CYCE,Centralia
YCF,,Cortes Bay
YCG,CYCG,Castlegar Airport
YCH,CYCH,Miramichi
YCI,,Caribou Island
YCJ,,Cape St James
YCK,CYVL,Colville Lake
YCL,CYCL,Charlo
YCM,CYSN,Niagara District Airport
YCN,CYCN,Cochrane
YCO,CYCO,Kugluktuk Airport
YCQ,CYCQ,Chetwynd
YCR,CYCR,Cross Lake
YCS,CYCS,Chesterfield Inlet
YCT,CYCT,Coronation
YCU,ZBYC,Yuncheng Airport
YCV,,Cartierville
YCW,CYCW,Chilliwack Municipalcipal Airport
YCX,,Gagetown
YCY,CYCY,Clyde River
YCZ,CYCZ,Fairmont Hot Springs
YDA,CYDA,Dawson City Airport
YDB,CYDB,Burwash Landings
YDC,CER3,Industrial Airport
YDE,,Paradise River
YDF,CYDF,Deer Lake Regional Airport
YDG,CYID,Digby
YDH,,Daniels Harbour
YDI,,Davis Inlet
YDJ,CJL2,Hatchet Lake
YDK,,Main Duck Island
YDL,CYDL,Dease Lake
YDN,CYDN,Dauphin
YDO,CYDO,St Methode
YDP,CYDP,Nain
YDQ,CYDQ,Dawson Creek
YDR,,Broadview
YDS,,Desolation Sound
YDT,CZBB,Boundary Bay Airport
YDU,CJL8,Kasba Lake
YDV,CZTA,Bloodvein
YDW,CKV4,Obre Lake
YDX,,Doc Creek
YEB,CPF2,Bar River
YEC,RKTY,Yecheon
YED,,Namao Field
YEG,CYEG,Edmonton International Airport
YEH,,Yinchuan Helanshan Airport
YEI,LTBR,Yenisehir Airport
YEK,CYEK,Arviat
YEL,CYEL,Elliot Lake
YEM,CYEM,East Manitoulin
YEN,CYEN,Estevan
YEO,EGDY,Yeovilton
YEP,,Estevan Point
YEQ,AYYK,Yenkis
YER,CYER,Fort Severn
YES,OISY,Yasouj
YET,CYET,Edson
YEU,CYEU,Eureka
YEV,CYEV,Inuvik Mike Zubko Airport
YEY,CYEY,Amos
YFA,CYFA,Fort Albany
YFB,CYFB,Iqaluit Airport
YFC,CYFC,Fredericton International Airport
YFE,CYFE,Forestville
YFG,CTU2,Fontanges
YFH,CYFH,Fort Hope
YFI,CYFI,Firebag
YFJ,CYWE,Snare Lake
